"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote"
LONE STAR ENDOSCOPY CENTER LLC,45C0001422,1336459353,KELLER,TX,76248,2020,99.24,,N/A,5,1717,No Different than the National Rate,9.5,7.2,12.2,,98.51,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LONE STAR ENDOSCOPY CENTER LLC,45C0001422,1336459353,KELLER,TX,76248,2019,N/A,5,N/A,5,2298,No Different Than the National Rate,10.9,8.4,14,,N/A,5,N/A,5,,,,,,,,,,,,
STONEGATE SURGERY CENTER LP,45C0001430,1740231489,AUSTIN,TX,78745,2020,100,,N/A,5,155,No Different than the National Rate,9.6,7,13.1,,99.67,,N/A,5,32,No Different than the National Rate,2.3,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
STONEGATE SURGERY CENTER LP,45C0001430,1740231489,AUSTIN,TX,78745,2019,N/A,5,N/A,5,126,No Different Than the National Rate,11.6,8.2,16.3,,100,,N/A,5,,,,,,,,,,,,
ADC ENDOSCOPY SPECIALISTS,45C0001432,1922052364,AMARILLO,TX,79124,2020,95.76,,N/A,5,2618,No Different than the National Rate,9.2,7.2,11.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADC ENDOSCOPY SPECIALISTS,45C0001432,1922052364,AMARILLO,TX,79124,2019,97.66,,N/A,5,3073,No Different Than the National Rate,10.7,8.6,13.5,,N/A,5,N/A,5,,,,,,,,,,,,
SUGAR LAND SURGERY CENTER LTD,45C0001433,1659316917,SUGAR LAND,TX,77478,2020,88.54,,N/A,5,758,No Different than the National Rate,10.2,7.6,13.7,,100,,0.84,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,43,No Different than the National Rate,5.4,3.7,8.1,
SUGAR LAND SURGERY CENTER LTD,45C0001433,1659316917,SUGAR LAND,TX,77478,2019,86.46,,N/A,5,886,No Different Than the National Rate,13,9.7,17.3,,100,,0.84,,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,45C0001434,1679065759,ANGLETON,TX,77515,2020,95.83,,N/A,5,N/A,N/A,N/A,N/A,N/A,7,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
BRAZORIA COUNTY SURGERY CENTER LLC,45C0001434,1942255401,ANGLETON,TX,77515,2020,N/A,5,N/A,5,31,No Different than the National Rate,9.9,7.2,13.6,,N/A,5,N/A,5,48,No Different than the National Rate,2.2,1.6,3.1,,33,No Different than the National Rate,5.7,3.9,8.4,
BRAZORIA COUNTY SURGERY CENTER LLC,45C0001434,1942255401,ANGLETON,TX,77515,2019,N/A,5,N/A,5,78,No Different Than the National Rate,12.1,8.7,16.8,,N/A,5,N/A,5,,,,,,,,,,,,
THE ENDOSCOPY CENTER OF TEXARKANA,45C0001435,1528009453,TEXARKANA,TX,75503,2020,94.03,,N/A,5,2863,No Different than the National Rate,11.1,8.8,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE ENDOSCOPY CENTER OF TEXARKANA,45C0001435,1528009453,TEXARKANA,TX,75503,2019,93.29,,N/A,5,3451,No Different Than the National Rate,13.1,10.5,16.1,,N/A,5,N/A,5,,,,,,,,,,,,
CENTRAL PARK SURGERY CENTER LP,45C0001437,1376591156,ARLINGTON,TX,76014,2020,N/A,5,N/A,5,194,No Different than the National Rate,10.1,7.5,14.1,,100,,N/A,5,46,No Different than the National Rate,2.1,1.5,3,,N/A,N/A,N/A,N/A,N/A,5
CENTRAL PARK SURGERY CENTER LP,45C0001437,1376591156,ARLINGTON,TX,76014,2019,N/A,5,N/A,5,244,No Different Than the National Rate,11.6,8.4,16,,N/A,5,N/A,5,,,,,,,,,,,,
DIGESTIVE HEALTH CENTER OF NORTH RICHLAND HILLS,45C0001438,1114952686,NORTH RICHLAND HILLS,TX,76180,2020,95.47,,N/A,5,885,No Different than the National Rate,10.3,7.6,13.7,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DIGESTIVE HEALTH CENTER OF NORTH RICHLAND HILLS,45C0001438,1114952686,NORTH RICHLAND HILLS,TX,76180,2019,N/A,5,N/A,5,1032,No Different Than the National Rate,13.2,9.8,17.7,,N/A,5,N/A,5,,,,,,,,,,,,
CHRISTS SURGERY CENTER STONE OAK,45C0001440,1164448486,SAN ANTONIO,TX,78258,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.74,,172,No Different than the National Rate,2.1,1.5,2.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
COVENANT HIGH PLAINS SURGERY CENTER LLC,45C0001441,1871608216,LUBBOCK,TX,79410,2020,50,,N/A,5,369,No Different than the National Rate,9.7,7.2,13.1,,99.82,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
COVENANT HIGH PLAINS SURGERY CENTER LLC,45C0001441,1871608216,LUBBOCK,TX,79410,2019,45.38,,N/A,5,439,No Different Than the National Rate,11.9,8.8,16.1,,51.61,,N/A,1,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER KINGSLAND,45C0001442,1336391085,KATY,TX,77450,2020,47.52,,N/A,5,605,No Different than the National Rate,9.4,6.9,12.6,,99.91,,0.28,,151,No Different than the National Rate,2.3,1.7,3.1,,N/A,N/A,N/A,N/A,N/A,5
MEMORIAL HERMANN SURGERY CENTER KINGSLAND,45C0001442,1336391085,KATY,TX,77450,2019,N/A,5,N/A,5,854,No Different Than the National Rate,11.9,8.8,16.1,,N/A,5,N/A,5,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,45C0001443,1083644124,HOUSTON,TX,77074,2020,96.93,,N/A,5,745,No Different than the National Rate,10.1,7.5,13.6,,100,,0.21,,76,No Different than the National Rate,2.3,1.7,3.2,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,45C0001443,1083644124,HOUSTON,TX,77074,2019,95,,N/A,5,883,No Different Than the National Rate,11.9,8.8,16,,99.54,,0.18,,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,45C0001446,1659301794,HOUSTON,TX,77030,2020,14.29,,N/A,5,38,No Different than the National Rate,9.8,7,13.5,,100,,0,,90,No Different than the National Rate,2.2,1.6,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,45C0001446,1659301794,HOUSTON,TX,77030,2019,N/A,5,N/A,5,60,No Different Than the National Rate,12.1,8.6,17,,N/A,5,N/A,5,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER KATY,45C0001447,1760412803,KATY,TX,77494,2020,77.08,,N/A,5,571,No Different than the National Rate,9.8,7.2,13.3,,100,,N/A,5,92,No Different than the National Rate,2.1,1.5,2.8,,55,No Different than the National Rate,6,4,8.8,
MEMORIAL HERMANN SURGERY CENTER KATY,45C0001447,1760412803,KATY,TX,77494,2019,N/A,5,N/A,5,623,No Different Than the National Rate,12,8.7,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,45C0001449,1952331092,SUGAR LAND,TX,77479,2020,43.28,,N/A,5,1370,No Different than the National Rate,9.4,7.1,12.4,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,62,No Different than the National Rate,5.4,3.6,8.1,
MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,45C0001449,1952331092,SUGAR LAND,TX,77479,2019,90.48,,N/A,5,1595,No Different Than the National Rate,12.5,9.6,16.3,,100,,N/A,5,,,,,,,,,,,,
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER NORTH,45C0001451,1144406927,SAN ANTONIO,TX,78258,2020,83.33,,N/A,5,1159,No Different than the National Rate,10.3,7.6,13.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER NORTH,45C0001451,1144406927,SAN ANTONIO,TX,78258,2019,N/A,5,N/A,5,1519,No Different Than the National Rate,12.9,10,16.8,,N/A,5,N/A,5,,,,,,,,,,,,
SURGERY CENTER OF BAY AREA HOUSTON LLC,45C0001453,1275886319,WEBSTER,TX,77598,2020,85.42,,N/A,5,2467,No Different than the National Rate,9.8,7.7,12.6,,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF BAY AREA HOUSTON LLC,45C0001453,1275886319,WEBSTER,TX,77598,2019,85.42,,N/A,5,3097,No Different Than the National Rate,13.3,10.7,16.4,,N/A,1,N/A,5,,,,,,,,,,,,
WOODLANDS ENDOSCOPY CENTER,45C0001457,1619065273,THE WOODLANDS,TX,77384,2020,20.41,,N/A,5,1434,No Different than the National Rate,9.5,7.3,12.6,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WOODLANDS ENDOSCOPY CENTER,45C0001457,1619065273,THE WOODLANDS,TX,77384,2019,N/A,5,N/A,5,1665,No Different Than the National Rate,10.2,7.7,13.4,,N/A,5,N/A,5,,,,,,,,,,,,
NORTHWEST SURGERY CENTER LLP,45C0001458,1104974310,AUSTIN,TX,78759,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.17,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
TEXAS EYE SURGERY CENTER LLC,45C0001459,1750468583,HURST,TX,76054,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS EYE SURGERY CENTER LLC,45C0001459,1750468583,HURST,TX,76054,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.2,,,,,,,,,,,,,
PSA AMBULATORY SURGICAL CENTER OF AUSTIN,45C0001463,1659594190,AUSTIN,TX,78759,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.24,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,45C0001465,1326114869,EL PASO,TX,79902,2020,73.96,,N/A,5,312,No Different than the National Rate,10.4,7.7,14,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,45C0001465,1326114869,EL PASO,TX,79902,2019,N/A,5,N/A,5,445,No Different Than the National Rate,12.1,8.8,16.3,,N/A,5,N/A,5,,,,,,,,,,,,
CALLOWAY CREEK SURGERY CENTER LP,45C0001466,1962626523,NORTH RICHLAND HILLS,TX,76180,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,36,No Different than the National Rate,2.2,1.6,3.1,,N/A,N/A,N/A,N/A,N/A,5
CALLOWAY CREEK SURGERY CENTER LP,45C0001466,1962626523,NORTH RICHLAND HILLS,TX,76180,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,,,,,,,,,,,,
WINDHAVEN SURGERY CENTER,45C0001468,1356542419,PLANO,TX,75093,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
WINNIE COMMUNITY HOSPITAL DBA RICELAND SURGERY CENTER,45C0001469,1710351564,BEAUMONT,TX,77702,2020,42.41,,N/A,5,338,No Different than the National Rate,10.7,7.9,14.6,,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
WINNIE COMMUNITY HOSPITAL DBA RICELAND SURGERY CENTER,45C0001469,1710351564,BEAUMONT,TX,77702,2019,36.44,,N/A,5,422,No Different Than the National Rate,13.6,10,18.4,,99.57,,N/A,5,,,,,,,,,,,,
CORPUS CHRISTI ENDOSCOPY CENTER LLP,45C0001470,1831238773,CORPUS CHRISTI,TX,78414,2020,75,,N/A,5,1842,No Different than the National Rate,9.7,7.6,12.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORPUS CHRISTI ENDOSCOPY CENTER LLP,45C0001470,1831238773,CORPUS CHRISTI,TX,78414,2019,84.91,,N/A,5,2273,No Different Than the National Rate,12,9.3,15.4,,N/A,5,N/A,5,,,,,,,,,,,,
BAYLOR SURGICARE AT GRANBURY LLC,45C0001471,1386882587,GRANBURY,TX,76048,2020,49.37,,N/A,5,443,No Different than the National Rate,9.9,7.2,13.5,,100,,0,,85,No Different than the National Rate,2.2,1.6,3,,82,No Different than the National Rate,6.5,4.6,9.4,
BAYLOR SURGICARE AT GRANBURY LLC,45C0001471,1386882587,GRANBURY,TX,76048,2019,N/A,5,N/A,5,595,No Different Than the National Rate,11.4,8.5,15.3,,N/A,5,N/A,5,,,,,,,,,,,,
CLEBURNE SURGICAL CENTER LLP,45C0001472,1619093218,CLEBURNE,TX,76033,2020,88.24,,N/A,5,75,No Different than the National Rate,10.3,7.5,14.2,,98.95,,1.24,,131,No Different than the National Rate,2.1,1.5,2.9,,N/A,N/A,N/A,N/A,N/A,5
CLEBURNE SURGICAL CENTER LLP,45C0001472,1619093218,CLEBURNE,TX,76033,2019,N/A,5,N/A,5,96,No Different Than the National Rate,12.6,9.2,17.6,,N/A,5,N/A,5,,,,,,,,,,,,
TARRANT COUNTY SURGERY CENTER LP,45C0001473,1104947357,ARLINGTON,TX,76015,2020,75,,N/A,5,1036,No Different than the National Rate,11.2,8.4,15,,100,,N/A,5,41,No Different than the National Rate,2.4,1.7,3.3,,124,No Different than the National Rate,4.7,3.3,6.8,
TARRANT COUNTY SURGERY CENTER LP,45C0001473,1104947357,ARLINGTON,TX,76015,2019,70.83,,N/A,5,1272,No Different Than the National Rate,13.2,10.1,17.4,,100,,N/A,5,,,,,,,,,,,,
KERRVILLE AMBULATORY SURGERY CENTER LLC,45C0001475,1154526044,KERRVILLE,TX,78028,2020,1.79,,N/A,5,829,No Different than the National Rate,11,8.2,14.6,,N/A,5,0.09,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KERRVILLE AMBULATORY SURGERY CENTER LLC,45C0001475,1154526044,KERRVILLE,TX,78028,2019,N/A,5,N/A,5,1166,No Different Than the National Rate,13.5,10.4,17.9,,N/A,5,N/A,5,,,,,,,,,,,,
GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO NE,45C0001477,1225375587,SAN ANTONIO,TX,78258,2020,99.74,,N/A,5,3310,No Different than the National Rate,9.4,7.5,11.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO NE,45C0001477,1225375587,SAN ANTONIO,TX,78258,2019,N/A,5,N/A,5,3896,No Different Than the National Rate,10.9,8.8,13.5,,N/A,5,N/A,5,,,,,,,,,,,,
VISTA SURGERY CENTER LLC,45C0001479,1033316765,EL PASO,TX,79936,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.78,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HYDE PARK SURGERY CENTER,45C0001481,1962671487,AUSTIN,TX,78751,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,271,No Different than the National Rate,2.5,1.8,3.4,,N/A,N/A,N/A,N/A,N/A,5
LAREDO LASER AND SURGERY,45C0001485,1326202342,LAREDO,TX,78041,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.38,,0.99,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
BAYLOR SCOTT WHITE SURGICARE AT MANSFIELD,45C0001486,1992037352,MANSFIELD,TX,76063,2020,98.41,,N/A,5,225,No Different than the National Rate,10.2,7.4,14.1,,100,,N/A,5,133,No Different than the National Rate,2.1,1.5,2.9,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
BAYLOR SCOTT WHITE SURGICARE AT MANSFIELD,45C0001486,1992037352,MANSFIELD,TX,76063,2019,N/A,5,N/A,5,190,No Different Than the National Rate,12.3,8.9,17,,N/A,5,N/A,5,,,,,,,,,,,,
KELSEY SEYBOLD CLINIC ASC SPRING,45C0001489,1578593224,HOUSTON,TX,77025,2020,N/A,5,N/A,5,79,No Different than the National Rate,10,7.2,13.8,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
KELSEY SEYBOLD CLINIC ASC SPRING,45C0001489,1578593224,HOUSTON,TX,77025,2019,N/A,5,N/A,5,103,No Different Than the National Rate,12.4,8.8,17.3,,N/A,5,N/A,5,,,,,,,,,,,,
ABILENE SURGERY CENTER,45C0001493,1033375399,ABILENE,TX,79606,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ABILENE SURGERY CENTER,45C0001493,1033375399,ABILENE,TX,79606,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5,,,,,,,,,,,,
LAREDO DIGESTIVE HEALTH CENTER LLC,45C0001496,1316191430,LAREDO,TX,78041,2020,96.55,,N/A,5,918,No Different than the National Rate,10.2,7.7,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LAREDO DIGESTIVE HEALTH CENTER LLC,45C0001496,1316191430,LAREDO,TX,78041,2019,N/A,5,N/A,5,1256,No Different Than the National Rate,12.1,9.2,15.9,,N/A,5,N/A,5,,,,,,,,,,,,
ROUND ROCK SURGERY CENTER LLC,45C0001497,1750528717,ROUND ROCK,TX,78664,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
ROUND ROCK SURGERY CENTER LLC,45C0001497,1750528717,ROUND ROCK,TX,78664,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,,,,,,,,,,,,
HEA GRAMERCY SURGERY CENTER PLLC DBA HEA SURGERY CENTER,45C0001498,1942455449,HOUSTON,TX,77025,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.94,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TEXAS HEALTH WOMENS SPECIALTY SURGERY CENTER,45C0001502,1154566578,DALLAS,TX,75231,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.64,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,134,No Different than the National Rate,5.4,3.7,7.7,
FIRST SURGERY SUITES LLC,45C0001504,1295966257,SULPHUR SPRINGS,TX,75482,2020,N/A,5,N/A,5,73,No Different than the National Rate,9.7,7.1,13.2,,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
FIRST SURGERY SUITES LLC,45C0001504,1295966257,SULPHUR SPRINGS,TX,75482,2019,N/A,5,N/A,5,145,No Different Than the National Rate,12,8.6,16.5,,N/A,5,N/A,5,,,,,,,,,,,,
WILLOW CREEK SURGERY CENTER LP,45C0001504,1699006254,PALESTINE,TX,75801,2020,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WILLOW CREEK SURGERY CENTER LP,45C0001504,1699006254,PALESTINE,TX,75801,2019,N/A,5,N/A,5,41,No Different Than the National Rate,12.1,8.7,17,,N/A,5,N/A,5,,,,,,,,,,,,
OPHTHALMOLOGY SURGERY CENTER OF DALLAS LLC,45C0001508,1023341740,DALLAS,TX,75231,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
OPHTHALMOLOGY SURGERY CENTER OF DALLAS LLC,45C0001508,1023341740,DALLAS,TX,75231,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.35,,,,,,,,,,,,,
MEDICAL PARK TOWER SURGERY CENTER,45C0001509,1083938765,AUSTIN,TX,78705,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.26,,104,No Different than the National Rate,2.1,1.5,2.8,,150,No Different than the National Rate,6.1,4.4,8.6,
BELTLINE SURGERY CENTER LLC,45C0001510,1750609731,SUNNYVALE,TX,75182,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.29,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BELTLINE SURGERY CENTER LLC,45C0001510,1750609731,SUNNYVALE,TX,75182,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.36,,,,,,,,,,,,,
LONESTAR AMBULATORY SURGICAL CENTER,45C0001511,1679804355,GRAPEVINE,TX,76051,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0.41,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
LONESTAR AMBULATORY SURGICAL CENTER,45C0001511,1679804355,GRAPEVINE,TX,76051,2019,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,100,,0.64,,,,,,,,,,,,,
WILLOW CREEK SURGERY CENTER LP,45C0001512,1699006254,PALESTINE,TX,75801,2020,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WILLOW CREEK SURGERY CENTER LP,45C0001512,1699006254,PALESTINE,TX,75801,2019,N/A,5,N/A,5,41,No Different Than the National Rate,12.1,8.7,17,,N/A,5,N/A,5,,,,,,,,,,,,
MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,45C0001513,1598096802,HOUSTON,TX,77043,2020,20.63,,N/A,5,210,No Different than the National Rate,10.5,7.8,14.4,,100,,N/A,5,83,No Different than the National Rate,2.1,1.6,2.8,,85,No Different than the National Rate,5.2,3.5,7.7,
MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,45C0001513,1598096802,HOUSTON,TX,77043,2019,N/A,5,N/A,5,243,No Different Than the National Rate,12.8,9.2,17.6,,N/A,5,N/A,5,,,,,,,,,,,,
CEDAR PARK SURGERY CENTER,45C0001517,1568776615,CEDAR PARK,TX,78613,2020,99.32,,N/A,5,287,No Different than the National Rate,10.1,7.3,13.9,,100,,N/A,5,92,No Different than the National Rate,2.3,1.6,3.2,,84,No Different than the National Rate,6.4,4.4,9.3,
CEDAR PARK SURGERY CENTER,45C0001517,1568776615,CEDAR PARK,TX,78613,2019,N/A,5,N/A,5,291,No Different Than the National Rate,12,8.7,16.8,,N/A,5,N/A,5,,,,,,,,,,,,
SOUTH TEXAS AMBULATORY SURGERY CENTER PLLC,45C0001519,1306162920,SAN ANTONIO,TX,78240,2020,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5
WILLIAMSON SURGERY CENTER,45C0001522,1922301712,ROUND ROCK,TX,78665,2020,23.08,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,100,,0.18,,199,No Different than the National Rate,2.3,1.7,3.1,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
WILLIAMSON SURGERY CENTER,45C0001522,1922301712,ROUND ROCK,TX,78665,2019,N/A,5,N/A,5,149,No Different Than the National Rate,11.7,8.4,16.3,,N/A,5,N/A,5,,,,,,,,,,,,
NORTH TEXAS TEAM CARE SURGERY CENTER LLC,45C0001523,1528377678,MESQUITE,TX,75150,2020,93.87,,N/A,5,76,No Different than the National Rate,10.3,7.5,14.2,,97.49,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NORTH TEXAS TEAM CARE SURGERY CENTER LLC,45C0001523,1528377678,MESQUITE,TX,75150,2019,N/A,5,N/A,5,76,No Different Than the National Rate,12.5,8.9,17.6,,N/A,5,N/A,5,,,,,,,,,,,,
WESTGREEN SURGICAL CENTER LLC,45C0001527,1346624665,KATY,TX,77450,2020,N/A,5,N/A,5,55,No Different than the National Rate,10.1,7.4,13.8,,11.49,,N/A,5,51,No Different than the National Rate,2.2,1.6,3,,N/A,N/A,N/A,N/A,N/A,5
WESTGREEN SURGICAL CENTER LLC,45C0001527,1346624665,KATY,TX,77450,2019,N/A,5,N/A,5,117,No Different Than the National Rate,12.3,8.9,17.5,,4.68,,N/A,5,,,,,,,,,,,,
KINGWOOD SURGERY CENTER LLC,45C0001528,1619265295,HUMBLE,TX,77338,2020,100,,N/A,5,1190,No Different than the National Rate,10.2,7.8,13.4,,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KINGWOOD SURGERY CENTER LLC,45C0001528,1619265295,HUMBLE,TX,77338,2019,98.41,,N/A,5,1553,No Different Than the National Rate,11.9,9,15.5,,100,,N/A,5,,,,,,,,,,,,
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER MED CENTER,45C0001529,1609153329,SAN ANTONIO,TX,78229,2020,95.67,,N/A,5,1664,No Different than the National Rate,10.6,8,13.8,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SAN ANTONIO GASTROENTEROLOGY ENDOSCOPY CENTER MED CENTER,45C0001529,1609153329,SAN ANTONIO,TX,78229,2019,N/A,5,N/A,5,1991,No Different Than the National Rate,12.6,9.8,16.2,,N/A,5,N/A,5,,,,,,,,,,,,
